issue_date,applicant_id,year,month,region,region_unemp,gender,race,age_group,education,employment_status,annual_income,credit_score,loan_amount,debt_to_income,interest_rate,default,GDP,Unemployment,InterestRate,CPI,ConsumerSentiment,income_buckets
2015-06-16,201506_52,2015,6,S,1.0,female,black,18-29,other,self-employed,19963.966803399973,622,5597.86,0.24,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-01,201506_53,2015,6,NE,1.0,female,hispanic,45-59,other,employed,48965.26674350962,622,13729.77,0.314,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-27,201506_54,2015,6,W,1.0,male,white,18-29,phd,unemployed,26363.670292928622,588,7392.33,0.306,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-16,201506_55,2015,6,S,1.0,female,white,30-44,master,self-employed,56496.491242129836,610,15841.51,0.142,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-24,201506_56,2015,6,NE,1.0,female,white,30-44,bachelor,self-employed,53208.69579885372,537,14919.62,0.278,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-12,201506_57,2015,6,MW,1.0,female,white,45-59,highschool,employed,40132.853523062346,596,11253.18,0.182,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-19,201506_58,2015,6,W,1.0,male,asian,30-44,bachelor,employed,103794.54194234178,585,29103.8,0.194,0.0231,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-27,201506_59,2015,6,W,1.0,male,white,45-59,other,employed,36125.431816579665,591,10129.51,0.262,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-08,201506_60,2015,6,MW,1.0,female,asian,30-44,master,employed,96175.97813149217,613,26967.57,0.254,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-23,201506_61,2015,6,S,1.0,male,white,45-59,other,employed,39901.84609708271,569,11188.41,0.219,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-12,201506_62,2015,6,NE,1.0,male,white,60+,master,employed,79737.61629023547,670,22358.28,0.202,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-15,201506_63,2015,6,NE,1.0,female,white,45-59,highschool,employed,51741.54260387613,561,14508.23,0.229,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-02,201506_64,2015,6,S,1.0,male,white,60+,highschool,employed,24573.906689240626,559,6890.48,0.182,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-17,201506_65,2015,6,S,1.0,male,white,18-29,highschool,employed,47770.515940436184,579,13394.77,0.374,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-07,201506_66,2015,6,S,1.0,male,asian,30-44,highschool,employed,38880.96074419717,583,10902.15,0.138,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-13,201506_67,2015,6,MW,1.0,female,white,18-29,bachelor,employed,57504.06910796081,577,16124.04,0.28,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-01,201506_68,2015,6,NE,1.0,male,white,30-44,other,employed,46843.20057290963,591,13134.75,0.146,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-06,201506_69,2015,6,MW,1.0,female,asian,45-59,master,employed,110770.17061480223,653,31059.76,0.312,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-13,201506_70,2015,6,NE,1.0,male,hispanic,18-29,bachelor,self-employed,64883.724515793416,630,18193.28,0.28,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-11,201506_71,2015,6,NE,1.0,male,white,30-44,highschool,employed,50742.54702325542,627,14228.12,0.174,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-10,201506_72,2015,6,MW,1.0,female,black,30-44,highschool,employed,38390.63863653798,528,10764.67,0.296,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-16,201506_73,2015,6,MW,1.0,male,white,30-44,bachelor,employed,72057.37211205528,628,20204.76,0.088,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-27,201506_74,2015,6,MW,1.0,female,asian,30-44,highschool,employed,55345.695805050054,623,15518.83,0.268,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-26,201506_75,2015,6,S,1.0,male,hispanic,45-59,highschool,employed,33051.347362764674,569,9267.54,0.328,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-24,201506_76,2015,6,NE,1.0,male,hispanic,18-29,bachelor,employed,74691.18863123636,669,20943.27,0.31,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-23,201506_77,2015,6,NE,1.0,male,asian,30-44,highschool,employed,46958.72626358244,641,13167.14,0.212,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-20,201506_78,2015,6,S,1.0,male,white,30-44,phd,employed,120782.67552376405,641,33867.24,0.16,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-17,201506_79,2015,6,NE,1.0,female,asian,45-59,highschool,employed,64328.06275658467,590,18037.47,0.324,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-17,201506_80,2015,6,S,1.0,female,white,30-44,highschool,employed,65503.39627673041,670,18367.03,0.312,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-04,201506_81,2015,6,NE,1.0,male,white,45-59,highschool,employed,54107.38523427692,606,15171.61,0.202,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-05,201506_82,2015,6,MW,1.0,female,white,30-44,highschool,employed,53835.433384874195,609,15095.36,0.205,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-23,201506_83,2015,6,NE,1.0,female,other,30-44,bachelor,employed,54100.396331083924,609,15169.65,0.33,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-14,201506_84,2015,6,NE,1.0,male,hispanic,18-29,master,employed,98616.02840853174,712,27651.76,0.334,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-20,201506_85,2015,6,S,1.0,male,white,30-44,bachelor,employed,77212.61127957168,610,21650.28,0.122,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-10,201506_86,2015,6,W,1.0,female,asian,45-59,bachelor,unemployed,34606.290412473085,597,9703.54,0.233,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-14,201506_87,2015,6,NE,1.0,female,asian,18-29,bachelor,employed,87572.45149061533,593,24555.16,0.282,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-01,201506_88,2015,6,MW,1.0,female,white,30-44,bachelor,employed,64099.08826628225,598,17973.27,0.264,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-11,201506_89,2015,6,S,1.0,female,white,45-59,highschool,unemployed,8791.073198730248,550,2465.0,0.248,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-26,201506_90,2015,6,MW,1.0,female,black,30-44,bachelor,employed,44674.73951350333,569,12526.72,0.212,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-23,201506_91,2015,6,W,1.0,male,white,18-29,master,employed,102464.2767459099,575,28730.8,0.31,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-18,201506_92,2015,6,NE,1.0,male,white,45-59,master,self-employed,69021.59475970376,654,19353.53,0.217,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-16,201506_93,2015,6,W,1.0,male,black,18-29,master,employed,75809.61094126181,627,21256.88,0.536,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-27,201506_94,2015,6,MW,1.0,female,hispanic,45-59,highschool,employed,40444.67288942131,604,11340.61,0.256,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-18,201506_95,2015,6,MW,1.0,female,black,18-29,highschool,employed,36691.774729724864,592,10288.31,0.296,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-08,201506_96,2015,6,W,1.0,female,asian,45-59,other,employed,42170.84406735798,604,11824.63,0.376,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-10,201506_97,2015,6,S,1.0,female,white,30-44,highschool,employed,27979.095926244292,651,7845.29,0.152,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-26,201506_98,2015,6,S,1.0,female,white,45-59,highschool,unemployed,8791.073198730248,559,2465.0,0.24,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-06-10,201506_99,2015,6,S,1.0,female,black,18-29,highschool,employed,31634.10548587288,601,8870.15,0.231,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-27,201507_0,2015,7,W,1.0,male,hispanic,30-44,bachelor,employed,70077.63341654273,629,19649.64,0.278,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-09,201507_1,2015,7,S,1.0,female,white,45-59,bachelor,employed,76677.80634152693,608,21500.32,0.212,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-05,201507_2,2015,7,S,1.0,female,white,18-29,other,employed,38834.24717898741,606,10889.05,0.224,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-05,201507_3,2015,7,MW,1.0,male,hispanic,30-44,highschool,self-employed,26795.630663389733,626,7513.45,0.306,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-11,201507_4,2015,7,MW,1.0,female,black,45-59,bachelor,employed,45476.38648965405,556,12751.5,0.24,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-20,201507_5,2015,7,MW,1.0,female,white,30-44,master,employed,83787.69667941499,595,23493.92,0.214,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-25,201507_6,2015,7,MW,1.0,female,black,45-59,bachelor,self-employed,50889.4678340892,532,14269.31,0.25,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-24,201507_7,2015,7,S,1.0,female,white,18-29,highschool,employed,54653.959221566474,588,15324.87,0.482,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-04,201507_8,2015,7,S,1.0,male,asian,45-59,highschool,self-employed,28261.223442874547,641,7924.4,0.328,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-20,201507_9,2015,7,MW,1.0,male,white,30-44,highschool,self-employed,35946.412599729025,594,10079.31,0.328,0.01,0,18279.784,5.3,2.36,237.657,96.1,
2015-07-18,201507_10,2015,7,NE,1.0,male,asian,30-44,highschool,unemployed,12731.781648476066,541,3569.97,0.278,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-25,201507_11,2015,7,MW,1.0,female,other,30-44,master,employed,64147.845756010705,604,17986.94,0.26,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-03,201507_12,2015,7,NE,1.0,female,hispanic,30-44,highschool,employed,34454.43561180652,541,9660.96,0.08,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-04,201507_13,2015,7,NE,1.0,female,hispanic,45-59,highschool,employed,36143.51944968606,554,10134.58,0.2,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-14,201507_14,2015,7,W,1.0,female,white,30-44,master,self-employed,83724.31304165215,644,23476.15,0.214,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-07,201507_15,2015,7,S,1.0,female,white,45-59,master,employed,86173.28625798842,590,24162.83,0.116,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-26,201507_16,2015,7,S,1.0,female,white,30-44,bachelor,employed,62520.35437472977,649,17530.59,0.166,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-08,201507_17,2015,7,MW,1.0,male,black,18-29,bachelor,employed,49540.0490869256,597,13890.94,0.158,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-24,201507_18,2015,7,W,1.0,male,hispanic,18-29,bachelor,employed,75416.01261647168,614,21146.51,0.294,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-16,201507_19,2015,7,S,1.0,female,white,18-29,highschool,employed,60472.41892887807,600,16956.36,0.354,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-20,201507_20,2015,7,S,1.0,male,hispanic,30-44,bachelor,employed,75869.78583730714,639,21273.75,0.326,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-15,201507_21,2015,7,MW,1.0,male,asian,30-44,bachelor,employed,56905.473945017766,635,15956.19,0.276,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-07,201507_22,2015,7,W,1.0,female,other,45-59,other,employed,49978.042331369346,616,14013.75,0.18,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-26,201507_23,2015,7,W,1.0,male,hispanic,45-59,highschool,self-employed,39166.17612528847,615,10982.12,0.112,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-17,201507_24,2015,7,W,1.0,female,white,18-29,bachelor,employed,80275.19041633783,611,22509.02,0.174,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-22,201507_25,2015,7,NE,1.0,male,white,18-29,highschool,employed,44084.12224948814,621,12361.11,0.209,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-22,201507_26,2015,7,MW,1.0,male,white,30-44,bachelor,employed,69148.26313565596,602,19389.05,0.186,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-22,201507_27,2015,7,MW,1.0,male,white,30-44,highschool,employed,45509.265103417296,603,12760.72,0.236,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-12,201507_28,2015,7,MW,1.0,female,black,18-29,highschool,employed,29591.279851317937,581,8297.34,0.226,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-18,201507_29,2015,7,W,1.0,male,asian,18-29,master,self-employed,96491.72051426607,620,27056.1,0.322,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-24,201507_30,2015,7,NE,1.0,female,hispanic,60+,bachelor,employed,62568.30967902885,581,17544.04,0.221,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-14,201507_31,2015,7,NE,1.0,female,black,45-59,bachelor,employed,64073.28646644397,623,17966.03,0.248,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-15,201507_32,2015,7,MW,1.0,female,white,18-29,highschool,employed,50427.749680850386,651,14139.85,0.378,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-15,201507_33,2015,7,NE,1.0,male,white,30-44,highschool,employed,57838.10791182956,649,16217.7,0.164,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-05,201507_34,2015,7,NE,1.0,male,white,30-44,bachelor,employed,69568.26764656679,570,19506.82,0.276,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-16,201507_35,2015,7,S,1.0,female,white,45-59,master,employed,87183.76517797497,677,24446.17,0.246,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-05,201507_36,2015,7,S,1.0,female,white,30-44,other,employed,48158.63083331863,593,13503.59,0.224,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-02,201507_37,2015,7,NE,1.0,female,white,18-29,bachelor,employed,87807.38193300989,643,24621.03,0.36,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-20,201507_38,2015,7,MW,1.0,male,white,45-59,bachelor,employed,67209.58974082298,581,18845.45,0.31,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-25,201507_39,2015,7,MW,1.0,female,white,30-44,master,employed,86307.10836975608,636,24200.36,0.182,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-09,201507_40,2015,7,NE,1.0,male,black,30-44,bachelor,employed,63599.28278840993,617,17833.12,0.234,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-22,201507_41,2015,7,S,1.0,male,white,30-44,bachelor,employed,51650.77477309924,554,14482.78,0.268,0.01,0,18279.784,5.3,2.36,237.657,96.1,
2015-07-27,201507_42,2015,7,S,1.0,male,white,30-44,highschool,self-employed,35256.489175092676,619,9885.86,0.228,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-09,201507_43,2015,7,S,1.0,male,white,30-44,master,employed,92246.77499879518,681,25865.83,0.288,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-04,201507_44,2015,7,S,1.0,female,other,18-29,bachelor,employed,68124.74046081079,607,19102.05,0.318,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-15,201507_45,2015,7,NE,1.0,male,white,30-44,master,self-employed,85297.93712190786,678,23917.39,0.376,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-11,201507_46,2015,7,W,1.0,female,white,18-29,master,employed,105138.1366035112,633,29480.54,0.19,0.01,1,18279.784,5.3,2.36,237.657,96.1,
2015-07-01,201507_47,2015,7,W,1.0,male,asian,45-59,highschool,employed,48481.68024035444,637,13808.13,0.238,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-18,201507_48,2015,7,W,1.0,female,white,18-29,master,employed,108508.44890051875,568,30904.43,0.233,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-01,201507_49,2015,7,NE,1.0,male,hispanic,18-29,master,employed,85855.72851617423,714,24452.68,0.339,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-08,201507_50,2015,7,W,1.0,male,white,45-59,highschool,employed,46885.80037044338,659,13353.61,0.134,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-25,201507_51,2015,7,W,1.0,male,white,45-59,highschool,employed,45960.042913477766,596,13089.94,0.272,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-16,201507_52,2015,7,W,1.0,male,white,45-59,highschool,employed,49185.348089524254,539,14008.54,0.204,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-26,201507_53,2015,7,NE,1.0,female,black,30-44,bachelor,employed,55569.645571418034,616,15826.86,0.196,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-22,201507_54,2015,7,S,1.0,male,white,18-29,bachelor,self-employed,63929.13621913314,564,18207.74,0.196,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-18,201507_55,2015,7,W,1.0,female,white,45-59,bachelor,employed,72904.39540047542,634,20764.0,0.215,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-22,201507_56,2015,7,S,1.0,male,white,45-59,highschool,employed,57990.993541182186,626,16516.49,0.324,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-09,201507_57,2015,7,S,1.0,female,white,18-29,master,employed,98381.47849632212,608,28020.16,0.296,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-12,201507_58,2015,7,W,1.0,female,white,60+,highschool,employed,40241.64796294476,643,11461.28,0.282,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-19,201507_59,2015,7,MW,1.0,male,black,18-29,highschool,employed,36065.22152053028,625,10271.78,0.414,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-25,201507_60,2015,7,S,1.0,male,black,60+,bachelor,self-employed,39574.482637669054,632,11271.26,0.256,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-18,201507_61,2015,7,MW,1.0,male,white,45-59,bachelor,employed,63121.908700404456,615,17977.83,0.209,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-27,201507_62,2015,7,W,1.0,female,white,45-59,highschool,employed,71476.58562088832,569,20357.34,0.28,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-05,201507_63,2015,7,NE,1.0,male,asian,60+,highschool,employed,51417.61155847136,643,14644.32,0.2,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-27,201507_64,2015,7,S,1.0,female,white,45-59,highschool,employed,44685.91623264823,596,12727.05,0.213,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-02,201507_65,2015,7,S,1.0,female,white,18-29,master,employed,88409.83174366143,587,25180.12,0.192,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-07,201507_66,2015,7,S,1.0,female,white,30-44,master,employed,71767.39518707443,676,20440.17,0.312,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-27,201507_67,2015,7,S,1.0,female,black,18-29,bachelor,employed,42545.415788185775,673,12117.42,0.27,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-10,201507_68,2015,7,W,1.0,female,hispanic,30-44,master,employed,77807.2953097256,625,22160.4,0.26,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-15,201507_69,2015,7,W,1.0,male,black,45-59,master,employed,73188.39451400923,699,20844.88,0.176,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-25,201507_70,2015,7,NE,1.0,female,white,30-44,highschool,employed,16836.928405706418,596,4795.35,0.278,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-07,201507_71,2015,7,MW,1.0,female,white,30-44,other,employed,44840.86212532073,592,12771.18,0.194,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-05,201507_72,2015,7,NE,1.0,male,hispanic,30-44,master,employed,108866.80175148784,618,31006.5,0.238,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-15,201507_73,2015,7,MW,1.0,female,white,45-59,highschool,employed,44659.95880217475,663,12719.66,0.308,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-20,201507_74,2015,7,S,1.0,male,other,18-29,highschool,employed,23472.11173847595,569,6685.12,0.352,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-20,201507_75,2015,7,W,1.0,female,other,30-44,highschool,employed,40433.40915513704,629,11515.89,0.246,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-15,201507_76,2015,7,W,1.0,female,white,18-29,highschool,employed,44911.45986034239,586,12791.29,0.174,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-10,201507_77,2015,7,NE,1.0,male,hispanic,45-59,master,unemployed,8634.488307188687,578,2459.2,0.456,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-24,201507_78,2015,7,NE,1.0,female,white,18-29,bachelor,employed,82947.02844013159,659,23624.25,0.42,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-26,201507_79,2015,7,S,1.0,male,hispanic,45-59,master,self-employed,75624.73411409676,612,21538.78,0.298,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-26,201507_80,2015,7,S,1.0,male,white,30-44,master,employed,70096.37345809459,613,19964.24,0.194,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-14,201507_81,2015,7,MW,1.0,male,white,18-29,bachelor,employed,74473.33589144352,659,21210.85,0.29,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-26,201507_82,2015,7,W,1.0,female,black,60+,bachelor,unemployed,29135.06248096642,649,8298.0,0.2,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-26,201507_83,2015,7,W,1.0,male,asian,18-29,highschool,employed,77878.31397605223,644,22180.62,0.386,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-10,201507_84,2015,7,MW,1.0,male,white,30-44,highschool,employed,73989.05982162445,596,21072.92,0.266,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-17,201507_85,2015,7,W,1.0,female,white,18-29,bachelor,employed,67435.42923091633,598,19206.37,0.242,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-21,201507_86,2015,7,MW,1.0,male,white,30-44,highschool,unemployed,39095.02029508125,606,11134.7,0.215,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-14,201507_87,2015,7,S,1.0,male,white,30-44,highschool,self-employed,32895.17706964979,611,9368.92,0.326,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-02,201507_88,2015,7,MW,1.0,male,white,30-44,master,employed,80759.82620703762,598,23001.31,0.36,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-16,201507_89,2015,7,NE,1.0,male,white,18-29,bachelor,employed,77193.1025702145,646,21985.47,0.404,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-13,201507_90,2015,7,W,1.0,male,white,30-44,highschool,employed,43581.92135080147,608,12412.62,0.3,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-27,201507_91,2015,7,MW,1.0,male,white,45-59,bachelor,employed,70954.38256117993,558,20208.61,0.229,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-09,201507_92,2015,7,S,1.0,female,white,45-59,master,employed,68319.55766113092,594,19458.18,0.048,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-07,201507_93,2015,7,MW,1.0,female,white,30-44,highschool,employed,40487.622948595796,586,11531.33,0.268,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-16,201507_94,2015,7,NE,1.0,male,white,30-44,highschool,employed,61473.04522704294,611,17508.22,0.248,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-10,201507_95,2015,7,NE,1.0,male,other,18-29,other,employed,40295.419238877774,670,11476.59,0.308,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-24,201507_96,2015,7,MW,1.0,male,white,30-44,highschool,employed,44592.77169003443,614,12700.53,0.252,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-22,201507_97,2015,7,S,1.0,female,other,18-29,highschool,self-employed,40011.776297986624,574,11395.81,0.205,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-09,201507_98,2015,7,MW,1.0,male,asian,18-29,bachelor,employed,89279.65930261722,634,25427.86,0.336,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-07-22,201507_99,2015,7,S,1.0,male,black,18-29,master,employed,49840.15530341029,601,14195.04,0.341,0.01,1,18279.784,5.2,2.32,238.034,93.1,
2015-08-03,201508_0,2015,8,NE,1.0,male,black,30-44,bachelor,employed,59002.99874322624,592,16804.72,0.384,0.01,1,18401.626,5.2,2.32,238.034,93.1,
2015-08-09,201508_1,2015,8,W,1.0,female,black,60+,bachelor,employed,63013.29763061041,576,17946.9,0.244,0.01,1,18401.626,5.2,2.32,238.034,93.1,
2015-08-05,201508_2,2015,8,NE,1.0,male,black,45-59,highschool,employed,44136.08281035684,591,12570.46,0.258,0.01,0,18401.626,5.2,2.32,238.034,93.1,
2015-08-10,201508_3,2015,8,NE,1.0,female,hispanic,18-29,highschool,employed,31783.73494163808,592,9052.37,0.23,0.01,1,18401.626,5.2,2.32,238.034,93.1,
2015-08-10,201508_4,2015,8,NE,1.0,male,white,30-44,bachelor,employed,87621.7080303124,664,24955.65,0.218,0.01,1,18401.626,5.2,2.32,238.034,93.1,
2015-08-12,201508_5,2015,8,NE,1.0,female,hispanic,30-44,highschool,employed,48272.65029612326,614,13748.6,0.138,0.01,0,18401.626,5.2,2.32,238.034,93.1,
2015-08-18,201508_6,2015,8,S,1.0,male,white,30-44,highschool,employed,49816.4968054486,659,14188.3,0.154,0.01,1,18401.626,5.2,2.32,238.034,93.1,
2015-08-26,201508_7,2015,8,W,1.0,male,hispanic,45-59,master,employed,82404.68543644667,605,23469.79,0.3,0.01,1,18401.626,5.2,2.32,238.034,93.1,
2015-08-21,201508_8,2015,8,S,1.0,male,black,45-59,highschool,employed,21422.446111005112,541,6101.35,0.227,0.01,1,18401.626,5.2,2.32,238.034,93.1,
2015-08-21,201508_9,2015,8,NE,1.0,male,white,45-59,bachelor,employed,86428.13033227855,677,24615.71,0.218,0.01,1,18401.626,5.2,2.32,238.034,93.1,
2015-08-01,201508_10,2015,8,MW,1.0,male,white,60+,other,employed,26275.367811222026,616,7918.36,0.186,0.01,1,18401.626,5.1,2.17,238.033,91.9,
2015-08-03,201508_11,2015,8,MW,1.0,female,white,30-44,highschool,employed,44351.89946574337,584,13365.91,0.22,0.01,1,18401.626,5.1,2.17,238.033,91.9,
2015-08-05,201508_12,2015,8,W,1.0,female,white,45-59,bachelor,employed,87529.30487800724,645,26377.87,0.326,0.01,1,18401.626,5.1,2.17,238.033,91.9,
