applicant_id,issue_date,year,month,region,region_unemp,gender,race,age_group,education,employment_status,annual_income,credit_score,loan_amount,debt_to_income,interest_rate,default
201710_19,2017-10-01,2017,10,W,0.0521023758516425,male,hispanic,30-44,bachelor,employed,74452.84,692,19183.13,0.212,0.01,0
201710_20,2017-10-21,2017,10,MW,0.04913749376866418,female,white,60+,master,employed,102407.07,721,24830.61,0.15,0.01,0
201710_21,2017-10-04,2017,10,S,0.04445568783864086,female,white,30-44,master,employed,74695.22,667,12104.23,0.175,0.01,0
201710_22,2017-10-26,2017,10,S,0.055717079583189305,female,white,30-44,other,employed,41228.75,618,11059.93,0.207,0.01,0
201710_23,2017-10-09,2017,10,NE,0.05093298636964504,female,hispanic,45-59,phd,employed,117993.94,664,32218.78,0.215,0.0274,0
201710_24,2017-10-09,2017,10,NE,0.05345598135929505,female,asian,30-44,bachelor,unemployed,10368.46,678,1000.0,0.23,0.01,0
201710_25,2017-10-11,2017,10,MW,0.044348305826784465,male,white,18-29,master,unemployed,21930.53,679,6929.48,0.219,0.01,0
201710_26,2017-10-05,2017,10,S,0.06368782006879113,female,hispanic,30-44,highschool,employed,56743.25,648,15018.26,0.237,0.01,0
201710_27,2017-10-21,2017,10,MW,0.044592450176627406,male,hispanic,18-29,highschool,employed,36507.5,631,13708.84,0.281,0.01,1
201710_28,2017-10-06,2017,10,NE,0.059512163208086104,male,black,60+,highschool,employed,50845.47,584,12696.6,0.162,0.01,0
201710_29,2017-10-20,2017,10,MW,0.04419422482368691,female,hispanic,45-59,highschool,employed,38498.63,636,13229.03,0.08,0.01,0
201710_30,2017-10-06,2017,10,NE,0.05098110102013425,male,black,30-44,highschool,employed,58157.87,607,13686.06,0.138,0.01,1
201710_31,2017-10-08,2017,10,NE,0.05060093823461728,female,black,45-59,master,employed,60730.32,666,23451.87,0.31,0.01,1
201710_32,2017-10-21,2017,10,MW,0.046518829953320955,female,white,18-29,bachelor,employed,66399.56,700,15252.52,0.131,0.01,0
201710_33,2017-10-24,2017,10,NE,0.05989318973020798,male,white,18-29,master,employed,78461.45,640,17275.37,0.342,0.01,0
201710_34,2017-10-24,2017,10,S,0.057364576860364946,male,white,45-59,other,employed,31191.23,649,7795.84,0.079,0.01,0
201710_35,2017-10-19,2017,10,MW,0.047491721021960316,male,asian,30-44,other,self-employed,34295.31,677,6061.75,0.146,0.01,0
201710_36,2017-10-22,2017,10,S,0.05529101685919777,male,white,18-29,other,employed,35530.44,650,4287.98,0.224,0.01,0
201710_37,2017-10-01,2017,10,S,0.057701032629590365,male,white,45-59,master,employed,68617.09,651,20464.68,0.325,0.01,0
201710_38,2017-10-05,2017,10,W,0.053082242547467205,female,white,60+,bachelor,employed,74782.6,663,6845.06,0.192,0.01,0
201710_39,2017-10-23,2017,10,NE,0.05292419563402488,female,white,30-44,bachelor,employed,76854.67,697,16743.53,0.185,0.01,0
201710_40,2017-10-21,2017,10,NE,0.053248541607396574,female,white,30-44,master,employed,77930.97,683,14515.69,0.135,0.01,0
201710_41,2017-10-19,2017,10,W,0.05708015196802256,female,hispanic,30-44,phd,employed,106550.68,683,27606.35,0.237,0.01,0
201710_42,2017-10-02,2017,10,W,0.053368247262705074,male,other,30-44,other,employed,69119.92,700,8923.52,0.164,0.01,0
201710_43,2017-10-16,2017,10,NE,0.04824557589630728,female,other,45-59,master,employed,92079.87,699,25611.37,0.184,0.01,0
201710_44,2017-10-02,2017,10,NE,0.05357367379683704,male,black,45-59,bachelor,employed,41787.59,599,13471.26,0.175,0.01,0
201710_45,2017-10-09,2017,10,W,0.049308249092749765,male,other,60+,other,employed,29705.34,662,1295.86,0.24,0.01,0
201710_46,2017-10-18,2017,10,NE,0.056605129787706765,male,white,45-59,other,employed,46159.04,681,12702.17,0.253,0.01,0
201710_47,2017-10-16,2017,10,W,0.05251469903691967,female,white,30-44,bachelor,employed,76506.66,620,21590.9,0.138,0.01,1
201710_48,2017-10-07,2017,10,W,0.05765155405168494,male,white,30-44,bachelor,self-employed,62475.57,577,19780.09,0.156,0.01,0
201710_49,2017-10-09,2017,10,NE,0.05029979358637514,male,hispanic,45-59,master,employed,106258.15,647,21088.82,0.149,0.01,0
201710_50,2017-10-12,2017,10,W,0.05103789918860095,female,white,45-59,bachelor,employed,101687.29,672,19383.44,0.213,0.01,0
201710_51,2017-10-19,2017,10,MW,0.04367942922928174,female,black,18-29,master,employed,67571.17,699,23303.39,0.313,0.01,0
201710_52,2017-10-23,2017,10,S,0.05879098533373406,male,asian,30-44,highschool,employed,56199.57,622,11162.33,0.214,0.01,0
201710_53,2017-10-01,2017,10,MW,0.04131709491656604,male,white,18-29,bachelor,employed,74981.66,682,17035.8,0.097,0.01,0
201710_54,2017-10-06,2017,10,NE,0.055607422829250304,female,white,45-59,bachelor,employed,82808.73,565,23634.56,0.253,0.01,1
201710_55,2017-10-27,2017,10,S,0.05872270207334573,male,black,30-44,bachelor,employed,45569.15,649,7115.48,0.106,0.01,0
201710_56,2017-10-02,2017,10,NE,0.05477592369023966,female,asian,45-59,highschool,employed,74109.49,648,17863.98,0.15,0.01,0
201710_57,2017-10-26,2017,10,W,0.05594067321847083,male,white,30-44,highschool,unemployed,12554.03,705,7105.48,0.214,0.01,1
201710_58,2017-10-17,2017,10,MW,0.05012401244647813,female,asian,45-59,phd,employed,128394.92,633,26814.32,0.194,0.01,0
201710_59,2017-10-21,2017,10,NE,0.04761611231808043,female,hispanic,18-29,highschool,employed,43710.44,641,9327.59,0.311,0.01,1
201710_60,2017-10-14,2017,10,NE,0.05122063612229853,female,other,45-59,highschool,employed,44498.14,581,7017.64,0.157,0.01,1
201710_61,2017-10-13,2017,10,W,0.05159909214284879,male,white,18-29,master,employed,100284.04,666,22375.27,0.182,0.01,0
201710_62,2017-10-22,2017,10,MW,0.047359502649961874,male,white,30-44,bachelor,employed,53891.14,592,18615.38,0.178,0.01,0
201710_63,2017-10-11,2017,10,W,0.05097020980322567,female,white,18-29,master,employed,77788.47,754,25467.37,0.318,0.01,0
201710_64,2017-10-16,2017,10,NE,0.06210726254076018,male,black,30-44,bachelor,employed,57831.2,636,15889.14,0.244,0.01,1
201710_65,2017-10-18,2017,10,MW,0.0495017772304338,female,hispanic,45-59,master,employed,67870.72,657,19496.52,0.206,0.01,0
201710_66,2017-10-20,2017,10,W,0.053911298082741595,female,hispanic,45-59,bachelor,employed,73825.04,655,20875.68,0.293,0.01,0
201710_67,2017-10-03,2017,10,NE,0.0439559925221466,female,hispanic,18-29,other,employed,44247.9,602,8772.63,0.33,0.01,0
201710_68,2017-10-01,2017,10,MW,0.05273002326116434,female,black,30-44,highschool,employed,36852.8,675,10565.8,0.255,0.01,0
201710_69,2017-10-14,2017,10,W,0.06625980939779202,male,black,45-59,bachelor,employed,77445.75,681,14580.2,0.118,0.01,0
201710_70,2017-10-17,2017,10,S,0.0657282706814256,female,white,45-59,other,employed,38137.72,676,6100.15,0.255,0.01,1
201710_71,2017-10-03,2017,10,S,0.05679904908043901,female,white,18-29,master,employed,65918.49,625,16532.42,0.236,0.01,1
201710_72,2017-10-12,2017,10,W,0.06340528711819608,female,hispanic,30-44,master,employed,85913.56,713,17634.51,0.172,0.01,0
201710_73,2017-10-02,2017,10,S,0.05913748183297769,female,black,30-44,highschool,employed,46705.68,679,6985.51,0.152,0.01,0
201710_74,2017-10-02,2017,10,W,0.053532731382607,female,white,18-29,bachelor,employed,56657.45,645,11716.77,0.238,0.01,0
201710_75,2017-10-12,2017,10,S,0.05766281892106092,female,white,45-59,highschool,employed,40859.64,677,15200.24,0.156,0.01,0
201710_76,2017-10-26,2017,10,S,0.05753340565897361,male,white,30-44,highschool,employed,47554.62,658,18517.21,0.212,0.01,0
201710_77,2017-10-21,2017,10,NE,0.04275952403614466,female,white,18-29,bachelor,employed,98772.42,619,24962.87,0.238,0.01,1
201710_78,2017-10-05,2017,10,W,0.05593747015943229,male,hispanic,30-44,other,employed,53702.58,640,16154.44,0.215,0.01,1
201710_79,2017-10-23,2017,10,S,0.05751500896263724,male,white,45-59,highschool,employed,43126.16,630,8927.56,0.239,0.01,0
201710_80,2017-10-16,2017,10,MW,0.048059696560631436,male,white,30-44,highschool,unemployed,17187.59,637,1000.0,0.179,0.01,0
201710_81,2017-10-05,2017,10,S,0.06036668822069234,male,black,18-29,highschool,employed,16019.05,664,1000.0,0.198,0.01,0
201710_82,2017-10-03,2017,10,MW,0.04692710882849545,female,white,45-59,master,self-employed,66177.78,611,15711.07,0.06,0.01,0
201710_83,2017-10-26,2017,10,S,0.06031913388601499,female,white,18-29,bachelor,employed,69009.56,644,18216.27,0.304,0.01,0
201710_84,2017-10-06,2017,10,W,0.05801530254722792,female,white,45-59,bachelor,employed,77111.67,635,19274.01,0.206,0.01,0
201710_85,2017-10-19,2017,10,NE,0.05602406676847509,male,white,60+,master,employed,96137.41,656,23307.77,0.178,0.01,0
201710_86,2017-10-12,2017,10,W,0.051232514315776224,female,white,60+,highschool,employed,50541.15,621,10736.75,0.272,0.01,0
201710_87,2017-10-08,2017,10,NE,0.05338252448058664,male,hispanic,30-44,bachelor,employed,65374.09,655,18118.97,0.11,0.01,0
201710_88,2017-10-06,2017,10,MW,0.05000296789538877,male,white,30-44,highschool,employed,44929.31,666,6176.76,0.204,0.01,0
201710_89,2017-10-14,2017,10,MW,0.04483924851169884,female,black,45-59,highschool,employed,26157.65,645,10147.66,0.132,0.01,0
201710_90,2017-10-23,2017,10,MW,0.050039298506379594,male,white,18-29,highschool,employed,41610.73,652,8457.28,0.296,0.01,0
201710_91,2017-10-03,2017,10,S,0.06242285446236967,male,black,18-29,highschool,employed,22554.95,653,14307.13,0.094,0.01,0
201710_92,2017-10-11,2017,10,W,0.05243758048055381,male,black,30-44,bachelor,employed,56434.04,732,13247.25,0.256,0.01,0
201710_93,2017-10-07,2017,10,MW,0.04687933551033313,female,white,45-59,highschool,employed,55859.05,658,12444.06,0.253,0.01,0
201710_94,2017-10-09,2017,10,NE,0.05256448240085038,female,black,30-44,highschool,self-employed,34738.28,673,6833.82,0.135,0.01,0
201710_95,2017-10-24,2017,10,S,0.06226084420154934,male,white,30-44,highschool,employed,47758.39,683,10458.79,0.205,0.01,0
201710_96,2017-10-11,2017,10,S,0.05349911897708171,male,white,45-59,highschool,self-employed,39172.95,707,12622.15,0.137,0.01,0
201710_97,2017-10-13,2017,10,W,0.04791771428076855,male,black,30-44,highschool,employed,38035.08,659,9739.67,0.23,0.01,0
201710_98,2017-10-18,2017,10,NE,0.04596549493109622,male,black,18-29,highschool,employed,30076.31,605,11867.4,0.307,0.01,1
201710_99,2017-10-10,2017,10,W,0.05216999349669902,female,hispanic,30-44,other,unemployed,8000.0,635,4257.69,0.13,0.01,0
201711_0,2017-11-02,2017,11,S,0.054113294249383964,female,white,18-29,master,employed,79514.99,671,23637.25,0.339,0.01,0
201711_1,2017-11-21,2017,11,S,0.05483149424695816,male,white,30-44,highschool,employed,37963.73,637,17329.7,0.187,0.01,0
201711_2,2017-11-25,2017,11,S,0.06278359218190072,male,black,30-44,master,unemployed,24300.38,638,4439.66,0.214,0.01,1
201711_3,2017-11-10,2017,11,S,0.0640899371668078,male,white,60+,other,employed,64491.73,672,25003.82,0.242,0.01,0
201711_4,2017-11-27,2017,11,W,0.05273825638886589,male,white,30-44,bachelor,employed,78267.09,673,19480.92,0.273,0.01,0
201711_5,2017-11-22,2017,11,MW,0.04420793035882228,male,white,30-44,highschool,employed,45682.79,613,12117.05,0.118,0.01,0
201711_6,2017-11-15,2017,11,S,0.0563610571316895,male,other,18-29,bachelor,self-employed,47458.22,623,17854.72,0.279,0.01,0
201711_7,2017-11-19,2017,11,NE,0.05356944595629697,female,black,45-59,highschool,employed,46893.44,643,12287.9,0.196,0.01,0
201711_8,2017-11-21,2017,11,NE,0.047839024190479945,female,white,30-44,highschool,employed,23516.94,711,9625.52,0.235,0.01,1
201711_9,2017-11-12,2017,11,W,0.04646430472542433,female,white,45-59,master,employed,94175.42,656,22019.58,0.234,0.01,0
201711_10,2017-11-17,2017,11,NE,0.05397405453604498,female,white,45-59,bachelor,employed,75894.84,647,20972.12,0.196,0.01,0
201711_11,2017-11-16,2017,11,W,0.05095016833132021,female,white,18-29,highschool,employed,52655.58,640,19168.06,0.251,0.01,0
201711_12,2017-11-08,2017,11,S,0.05349340803939786,female,white,30-44,highschool,self-employed,37061.36,655,12066.11,0.238,0.01,0
201711_13,2017-11-25,2017,11,W,0.058498637220863715,female,white,30-44,master,employed,79073.29,708,18520.37,0.169,0.01,1
201711_14,2017-11-05,2017,11,W,0.048508926625916764,female,white,30-44,bachelor,employed,90464.25,684,23335.7,0.253,0.01,0
201711_15,2017-11-25,2017,11,W,0.046054431279880736,female,black,30-44,master,employed,82966.67,635,19517.67,0.148,0.01,1
201711_16,2017-11-24,2017,11,S,0.06543796569314794,female,hispanic,30-44,highschool,unemployed,10573.29,647,2731.9,0.339,0.01,1
201711_17,2017-11-15,2017,11,W,0.0535281802693659,male,white,18-29,highschool,employed,62787.79,710,22125.43,0.284,0.01,1
201711_18,2017-11-08,2017,11,MW,0.04755905131619169,male,white,45-59,bachelor,employed,77840.15,665,20391.72,0.218,0.01,0
201711_19,2017-11-18,2017,11,NE,0.05049749917598817,male,asian,30-44,bachelor,employed,80342.0,656,23921.1,0.16,0.01,1
201711_20,2017-11-21,2017,11,S,0.05715352074253605,male,hispanic,30-44,highschool,employed,35430.54,699,11262.51,0.192,0.01,0
201711_21,2017-11-08,2017,11,S,0.05532450708459561,female,white,18-29,phd,employed,107731.46,643,32532.78,0.28,0.0453,1
201711_22,2017-11-19,2017,11,NE,0.05141241259253732,female,hispanic,30-44,master,employed,96670.77,683,20386.85,0.287,0.01,0
201711_23,2017-11-17,2017,11,W,0.05286542444798867,male,hispanic,45-59,highschool,employed,55440.04,660,15089.81,0.12,0.01,0
201711_24,2017-11-27,2017,11,NE,0.049458515617112224,male,white,30-44,highschool,employed,38439.5,655,17436.49,0.106,0.01,0
201711_25,2017-11-04,2017,11,MW,0.036143474275801175,male,white,60+,master,self-employed,65808.2,690,14226.59,0.158,0.01,0
201711_26,2017-11-04,2017,11,MW,0.057463595179530896,female,black,30-44,phd,employed,81053.13,629,29417.44,0.172,0.0293,0
201711_27,2017-11-26,2017,11,NE,0.047932552381571944,female,white,60+,highschool,employed,53583.72,642,10412.38,0.159,0.01,0
201711_28,2017-11-20,2017,11,NE,0.04598178534244584,male,white,60+,highschool,employed,44258.29,634,10369.71,0.223,0.01,0
201711_29,2017-11-20,2017,11,MW,0.05506911349703351,female,white,30-44,bachelor,employed,70718.96,621,21310.91,0.216,0.01,0
201711_30,2017-11-09,2017,11,MW,0.04665161645572592,female,white,30-44,bachelor,employed,52782.06,601,14204.19,0.184,0.01,0
201711_31,2017-11-27,2017,11,W,0.05371477656973486,male,white,18-29,bachelor,self-employed,60078.92,699,7335.88,0.345,0.01,0
201711_32,2017-11-14,2017,11,MW,0.05320187294681904,male,black,60+,master,unemployed,22154.85,647,7575.5,0.351,0.01,1
201711_33,2017-11-01,2017,11,NE,0.05864390819236496,male,other,45-59,highschool,employed,30426.5,607,8548.6,0.238,0.01,0
201711_34,2017-11-09,2017,11,NE,0.056551271452298525,male,white,30-44,bachelor,unemployed,35449.75,610,7096.83,0.231,0.01,1
201711_35,2017-11-23,2017,11,S,0.05564163160860338,female,white,30-44,bachelor,employed,73607.27,661,17793.99,0.205,0.01,0
201711_36,2017-11-13,2017,11,W,0.04552680940576344,male,white,45-59,other,employed,59651.24,687,7062.89,0.122,0.01,0
201711_37,2017-11-21,2017,11,W,0.06100129212659689,female,white,30-44,other,employed,53487.63,621,11577.12,0.269,0.01,1
201711_38,2017-11-18,2017,11,NE,0.0546558678643613,male,white,30-44,master,employed,74523.09,692,21948.41,0.184,0.01,0
201711_39,2017-11-10,2017,11,NE,0.05632872904960877,male,asian,18-29,master,employed,117877.86,745,30560.39,0.246,0.01,0
201711_40,2017-11-26,2017,11,NE,0.05157315178628497,male,white,45-59,master,employed,100522.85,704,29576.84,0.21,0.01,0
201711_41,2017-11-26,2017,11,S,0.06063697276531431,female,white,45-59,master,employed,77142.84,645,27120.83,0.116,0.01,0
201711_42,2017-11-04,2017,11,MW,0.046887653991238044,female,white,30-44,highschool,employed,39383.19,641,6948.61,0.292,0.01,0
201711_43,2017-11-27,2017,11,NE,0.05256204275998724,female,white,18-29,bachelor,employed,80061.88,655,16856.46,0.309,0.01,0
201711_44,2017-11-15,2017,11,NE,0.047256903681883414,male,white,18-29,other,employed,28048.99,622,11215.01,0.193,0.01,0
201711_45,2017-11-04,2017,11,W,0.054245279591092474,female,white,30-44,master,self-employed,97341.02,683,24114.01,0.127,0.01,0
201711_46,2017-11-20,2017,11,W,0.04043364566870001,male,white,18-29,bachelor,employed,69057.89,641,16936.03,0.195,0.01,0
201711_47,2017-11-11,2017,11,NE,0.05964057419455707,male,asian,30-44,highschool,employed,56358.17,620,25307.31,0.144,0.01,0
201711_48,2017-11-12,2017,11,NE,0.06357917185859437,male,white,45-59,bachelor,employed,74249.38,678,23956.6,0.121,0.01,0
201711_49,2017-11-13,2017,11,W,0.049763576044704,male,asian,18-29,highschool,employed,43599.55,680,11936.51,0.272,0.01,0
201711_50,2017-11-02,2017,11,S,0.06343751909865422,male,hispanic,30-44,highschool,employed,21864.52,667,7914.98,0.221,0.01,0
201711_51,2017-11-08,2017,11,W,0.05006347828224272,male,white,30-44,highschool,employed,52697.85,616,14427.19,0.113,0.01,0
201711_52,2017-11-04,2017,11,S,0.058961266125868765,male,hispanic,18-29,bachelor,self-employed,50876.37,681,7863.64,0.393,0.01,0
201711_53,2017-11-09,2017,11,S,0.05623113866521265,female,black,30-44,other,employed,34844.31,693,10524.32,0.13,0.01,0
201711_54,2017-11-02,2017,11,NE,0.051881352097734056,female,white,30-44,master,self-employed,74180.23,635,18388.51,0.058,0.01,0
201711_55,2017-11-23,2017,11,W,0.04988090682638052,male,other,30-44,highschool,employed,56648.56,622,11943.56,0.245,0.01,0
201711_56,2017-11-05,2017,11,W,0.042436582297554495,female,black,18-29,master,employed,92792.32,632,22074.8,0.249,0.01,1
201711_57,2017-11-05,2017,11,MW,0.050641781210567345,male,white,18-29,bachelor,self-employed,56810.97,615,9602.79,0.223,0.01,0
201711_58,2017-11-23,2017,11,S,0.04959840897035642,male,hispanic,30-44,bachelor,employed,45092.84,693,5519.6,0.21,0.01,0
201711_59,2017-11-04,2017,11,MW,0.04701678511133314,female,white,30-44,master,self-employed,71016.91,639,15381.86,0.197,0.01,0
201711_60,2017-11-19,2017,11,MW,0.04010153929460972,male,black,18-29,master,employed,73127.92,692,15333.58,0.299,0.01,1
201711_61,2017-11-09,2017,11,W,0.05013239204637878,male,white,30-44,highschool,self-employed,50058.11,596,20601.62,0.186,0.01,0
201711_62,2017-11-12,2017,11,MW,0.050298205338027764,female,white,30-44,master,employed,104265.15,639,32082.34,0.165,0.044,0
201711_63,2017-11-03,2017,11,W,0.058814539874967264,male,white,45-59,other,employed,54032.22,624,12089.09,0.215,0.01,1
201711_64,2017-11-05,2017,11,W,0.05175907945981951,female,black,30-44,highschool,employed,39358.13,660,12358.7,0.256,0.01,0
201711_65,2017-11-02,2017,11,MW,0.0475155706850325,male,white,18-29,highschool,employed,49217.59,643,12679.55,0.243,0.01,0
201711_66,2017-11-23,2017,11,W,0.0464030705928818,female,white,45-59,other,employed,49100.56,647,10548.66,0.197,0.01,1
201711_67,2017-11-13,2017,11,MW,0.044626676360112895,male,white,30-44,other,employed,40586.24,618,6788.0,0.291,0.01,0
201711_68,2017-11-27,2017,11,NE,0.059858820848040596,female,black,18-29,bachelor,employed,76594.44,639,18274.27,0.253,0.01,0
201711_69,2017-11-07,2017,11,NE,0.05629949987351272,male,white,18-29,highschool,employed,41830.57,606,8926.3,0.148,0.01,0
201711_70,2017-11-21,2017,11,S,0.054453409942473815,male,black,30-44,other,employed,38049.51,663,9290.63,0.206,0.01,0
201711_71,2017-11-08,2017,11,NE,0.04380135594932154,female,white,30-44,highschool,self-employed,49511.8,662,20995.51,0.2,0.01,0
201711_72,2017-11-25,2017,11,W,0.06020174584694041,male,white,45-59,highschool,employed,68372.05,649,17120.44,0.218,0.01,0
201711_73,2017-11-20,2017,11,W,0.04580181061761762,male,hispanic,45-59,highschool,employed,24949.25,621,1661.88,0.216,0.01,0
201711_74,2017-11-11,2017,11,S,0.05894410161240411,male,hispanic,45-59,bachelor,employed,68806.95,664,16794.73,0.201,0.01,0
201711_75,2017-11-12,2017,11,S,0.054623138499502996,male,hispanic,30-44,highschool,employed,26938.24,667,11793.63,0.223,0.01,0
201711_76,2017-11-18,2017,11,S,0.053504852324889864,female,hispanic,30-44,highschool,employed,22715.95,609,14234.44,0.115,0.01,0
201711_77,2017-11-18,2017,11,S,0.059917585391031966,female,white,18-29,bachelor,employed,53012.14,675,8240.89,0.408,0.01,1
201711_78,2017-11-27,2017,11,MW,0.05328272389952314,male,white,30-44,highschool,employed,29106.13,617,7849.97,0.205,0.01,0
201711_79,2017-11-16,2017,11,MW,0.052287543123829175,female,white,18-29,bachelor,employed,77613.76,656,21242.52,0.175,0.01,0
201711_80,2017-11-20,2017,11,W,0.05499208295563509,male,other,45-59,highschool,employed,64040.6,650,20433.95,0.097,0.01,0
201711_81,2017-11-22,2017,11,NE,0.0488805799607929,female,white,45-59,highschool,employed,41053.77,685,9967.49,0.232,0.01,0
201711_82,2017-11-06,2017,11,MW,0.04984420429185224,male,white,45-59,other,self-employed,34403.76,625,9033.65,0.172,0.01,0
201711_83,2017-11-18,2017,11,S,0.060660753316405684,male,white,30-44,bachelor,employed,73806.12,590,17175.96,0.221,0.01,0
201711_84,2017-11-17,2017,11,W,0.04492538945308219,female,black,30-44,other,employed,54985.43,614,8931.54,0.348,0.01,1
201711_85,2017-11-18,2017,11,NE,0.043564033734837485,female,white,18-29,bachelor,employed,73755.58,730,22617.96,0.252,0.01,0
201711_86,2017-11-24,2017,11,S,0.05925663233966367,female,white,45-59,phd,employed,98612.77,626,21252.21,0.276,0.01,0
201711_87,2017-11-21,2017,11,MW,0.044868239132164665,male,white,18-29,master,employed,70552.4,605,11758.78,0.181,0.01,0
201711_88,2017-11-03,2017,11,S,0.05254059961808147,male,other,30-44,other,employed,24507.0,666,4655.48,0.218,0.01,0
201711_89,2017-11-09,2017,11,MW,0.038936377985762,male,white,18-29,bachelor,employed,82038.14,690,14194.3,0.19,0.01,0
201711_90,2017-11-07,2017,11,S,0.05547119396138374,female,black,60+,bachelor,self-employed,35295.6,625,7607.26,0.109,0.01,0
201711_91,2017-11-24,2017,11,NE,0.06187585115344058,male,hispanic,45-59,highschool,employed,47607.35,662,10463.46,0.213,0.01,0
201711_92,2017-11-22,2017,11,S,0.06330776599656453,female,hispanic,45-59,other,employed,32364.97,621,8125.11,0.304,0.01,0
201711_93,2017-11-07,2017,11,S,0.06632784482182287,female,white,60+,bachelor,employed,59050.72,620,13251.8,0.258,0.01,0
201711_94,2017-11-19,2017,11,W,0.04829512189495299,male,white,30-44,other,employed,30277.88,700,8192.03,0.39,0.01,0
201711_95,2017-11-01,2017,11,NE,0.05936210395953626,female,asian,45-59,highschool,employed,52495.66,628,21024.5,0.196,0.01,0
201711_96,2017-11-01,2017,11,S,0.06518868474214976,male,white,30-44,bachelor,employed,78822.21,617,10120.57,0.224,0.01,0
201711_97,2017-11-01,2017,11,MW,0.05643002410892122,male,black,30-44,highschool,employed,36602.42,579,15666.39,0.247,0.01,0
201711_98,2017-11-11,2017,11,MW,0.04771838454630239,female,hispanic,30-44,bachelor,employed,65236.91,698,10956.62,0.208,0.01,1
201711_99,2017-11-27,2017,11,MW,0.04660401460052882,male,hispanic,18-29,highschool,self-employed,21618.32,637,7610.15,0.312,0.01,0
201712_0,2017-12-04,2017,12,S,0.06194237488270319,female,black,18-29,master,employed,62592.37,717,14178.02,0.159,0.01,0
201712_1,2017-12-24,2017,12,MW,0.03771239436238809,male,other,30-44,highschool,employed,32533.92,620,10680.3,0.129,0.01,0
201712_2,2017-12-19,2017,12,MW,0.04749664167046335,female,white,30-44,highschool,employed,45926.17,676,16537.48,0.173,0.01,0
201712_3,2017-12-08,2017,12,MW,0.050475315425180016,female,white,30-44,master,employed,97285.33,664,28472.97,0.175,0.01,1
201712_4,2017-12-03,2017,12,S,0.06188904156703002,female,white,30-44,other,employed,19530.63,678,10203.16,0.018,0.01,0
201712_5,2017-12-22,2017,12,S,0.061654855874218394,female,black,45-59,master,employed,88866.73,681,23389.0,0.109,0.01,0
201712_6,2017-12-04,2017,12,S,0.05335773035734792,male,white,45-59,highschool,employed,33181.51,628,15105.54,0.24,0.01,0
201712_7,2017-12-08,2017,12,MW,0.046916583209229396,female,hispanic,30-44,master,employed,79766.26,638,19205.33,0.235,0.01,0
201712_8,2017-12-23,2017,12,S,0.059705407663696274,female,other,18-29,bachelor,employed,52337.91,631,12484.27,0.311,0.01,0
201712_9,2017-12-12,2017,12,MW,0.04524615945248363,male,white,30-44,master,unemployed,19570.74,639,12312.28,0.237,0.01,0
201712_10,2017-12-05,2017,12,S,0.059886754818249364,male,asian,30-44,highschool,unemployed,15966.78,672,6260.64,0.193,0.01,1
201712_11,2017-12-03,2017,12,S,0.06170312126288899,female,white,18-29,highschool,employed,40021.56,635,14058.55,0.182,0.01,0
201712_12,2017-12-05,2017,12,MW,0.04629037286590857,female,white,30-44,phd,employed,110284.14,674,21118.42,0.131,0.01,0
201712_13,2017-12-04,2017,12,NE,0.05721250487349754,female,white,60+,other,employed,45000.41,710,13109.21,0.131,0.01,0
201712_14,2017-12-24,2017,12,S,0.05772922270393184,female,black,45-59,highschool,employed,40628.93,626,11674.81,0.258,0.01,0
201712_15,2017-12-11,2017,12,MW,0.044918465666506584,male,white,45-59,highschool,employed,48854.11,609,14933.38,0.237,0.01,0
201712_16,2017-12-21,2017,12,NE,0.06060523703407603,female,white,45-59,other,employed,22221.48,588,8182.15,0.132,0.01,0
201712_17,2017-12-26,2017,12,W,0.049579268564683976,female,hispanic,45-59,highschool,employed,42238.27,615,9615.81,0.226,0.01,0
201712_18,2017-12-26,2017,12,MW,0.04181637209783001,female,white,30-44,highschool,employed,57286.34,654,24524.12,0.244,0.01,0
201712_19,2017-12-16,2017,12,S,0.05644437608300441,female,hispanic,30-44,highschool,employed,46467.32,644,8876.07,0.236,0.01,0
201712_20,2017-12-21,2017,12,MW,0.050232029235452766,female,asian,30-44,highschool,employed,38731.53,623,9142.65,0.263,0.01,0
201712_21,2017-12-18,2017,12,W,0.053683974908674784,female,white,45-59,highschool,employed,46482.42,594,15778.61,0.204,0.01,0
201712_22,2017-12-25,2017,12,NE,0.04855215661439538,female,white,45-59,other,employed,41617.72,615,6785.25,0.182,0.01,1
201712_23,2017-12-06,2017,12,MW,0.052111889601118046,female,white,18-29,highschool,employed,41454.87,599,10575.21,0.255,0.01,0
201712_24,2017-12-27,2017,12,S,0.05878757969377255,female,other,60+,highschool,employed,38296.41,539,13117.49,0.261,0.01,0
201712_25,2017-12-16,2017,12,MW,0.04174661538165819,female,white,30-44,bachelor,employed,60647.84,574,13747.48,0.253,0.01,1
201712_26,2017-12-01,2017,12,S,0.05064158841801919,female,black,30-44,bachelor,self-employed,37488.34,649,7104.63,0.207,0.01,1
201712_27,2017-12-19,2017,12,S,0.060059631131402814,male,asian,30-44,bachelor,employed,92544.12,661,25325.35,0.28,0.01,0
201712_28,2017-12-20,2017,12,NE,0.052393696752304146,female,white,18-29,phd,employed,121322.81,716,31441.55,0.38,0.01,0
201712_29,2017-12-16,2017,12,S,0.05457750162776713,male,black,45-59,highschool,employed,32836.66,613,6185.88,0.379,0.01,0
